#Top: ios   Floorplan: io_1   Part: xc7a35tfgg484-1,,,,,,,,,,,,
#Generated by: kremerme   on: Mon Mar  8 10:36:28 2021,,,,,,,,,,,,
#Build: Vivado v2020.2   by: xbuild   on: Wed Nov 18 09:12:47 MST 2020,,,,,,,,,,,,
#Package Version: FINAL 2013-11-27,,,,,,,,,,,,
#Package Pin Delay Version: VERS. 2.0 2013-11-27,,,,,down 100,,,,,,,
,,,,maybe,maybe,,,,,,,
IO Bank,LEAD,Pin Name,Pin Number,"X, pos","Y, Pos",const,"U,D,L,R",const,const,sheet?,const,type
35,X,IO_L20P_T3_35,R1,500,-3900,100,L,50,50,8,0,I
35,X,IO_L20N_T3_35,P1,500,-4000,100,L,50,50,8,0,I
35,X,IO_L21P_T3_DQS_35,P5,500,-4100,100,L,50,50,8,0,I
35,X,IO_L21N_T3_DQS_35,P4,500,-4200,100,L,50,50,8,0,I
35,X,IO_L22P_T3_35,P2,500,-4300,100,L,50,50,8,0,I
35,X,IO_L22N_T3_35,N2,500,-4400,100,L,50,50,8,0,I
35,X,IO_L23P_T3_35,M6,500,-4500,100,L,50,50,8,0,I
35,X,IO_L23N_T3_35,M5,500,-4600,100,L,50,50,8,0,I
35,X,IO_L24P_T3_35,P6,500,-4700,100,L,50,50,8,0,I
35,X,IO_L24N_T3_35,N5,500,-4800,100,L,50,50,8,0,I
35,X,IO_25_35,L6,500,-4900,100,L,50,50,8,0,I
35,X,VCCO_35,C1,500,-5000,100,D,50,50,8,0,W
35,X,VCCO_35,F2,500,-5100,100,D,50,50,8,0,W
35,X,VCCO_35,H6,500,-5200,100,D,50,50,8,0,W
35,X,VCCO_35,J3,500,-5300,100,D,50,50,8,0,W
35,X,VCCO_35,M4,500,-5400,100,D,50,50,8,0,W
35,X,VCCO_35,N1,500,-5500,100,D,50,50,8,0,W
216,X,MGTREFCLK0N_216,E6,500,0,100,L,50,50,9,0,I
216,X,MGTREFCLK0P_216,F6,500,-100,100,L,50,50,9,0,I
216,X,MGTPRXP1_216,D11,500,-200,100,L,50,50,9,0,I
216,X,MGTPRXP2_216,B10,500,-300,100,L,50,50,9,0,I
216,X,MGTPRXP3_216,D9,500,-400,100,L,50,50,9,0,I
216,X,MGTPRXP0_216,B8,500,-500,100,L,50,50,9,0,I
216,X,MGTPTXP3_216,D7,500,-600,100,L,50,50,9,0,I
216,X,MGTPTXP2_216,B6,500,-700,100,L,50,50,9,0,I
216,X,MGTREFCLK1P_216,F10,500,-800,100,L,50,50,9,0,I
216,X,MGTREFCLK1N_216,E10,500,-900,100,L,50,50,9,0,I
216,X,MGTPRXN1_216,C11,500,-1000,100,L,50,50,9,0,I
216,X,MGTPRXN2_216,A10,500,-1100,100,L,50,50,9,0,I
216,X,MGTPRXN3_216,C9,500,-1200,100,L,50,50,9,0,I
216,X,MGTPRXN0_216,A8,500,-1300,100,L,50,50,9,0,I
216,X,MGTPTXN3_216,C7,500,-1400,100,L,50,50,9,0,I
216,X,MGTPTXN2_216,A6,500,-1500,100,L,50,50,9,0,I
216,X,MGTPTXP1_216,D5,500,-1600,100,L,50,50,9,0,I
216,X,MGTPTXN1_216,C5,500,-1700,100,L,50,50,9,0,I
216,X,MGTPTXP0_216,B4,500,-1800,100,L,50,50,9,0,I
216,X,MGTPTXN0_216,A4,500,-1900,100,L,50,50,9,0,I
216,X,MGTRREF_216,F8,500,-2000,100,L,50,50,9,0,I
,X,MGTAVCC,D6,500,-2100,100,D,50,50,1,0,W
,X,MGTAVCC,D10,500,-2200,100,D,50,50,1,0,W
,X,MGTAVCC,F7,500,-2300,100,D,50,50,1,0,W
,X,MGTAVCC,F9,500,-2400,100,D,50,50,1,0,W
,X,MGTAVCC,E8,500,-2500,100,D,50,50,1,0,W
,X,MGTAVTT,B5,500,-2600,100,D,50,50,1,0,W
,X,MGTAVTT,B7,500,-2700,100,D,50,50,1,0,W
,X,MGTAVTT,B9,500,-2800,100,D,50,50,1,0,W
,X,MGTAVTT,B11,500,-2900,100,D,50,50,1,0,W
,X,MGTAVTT,C4,500,-3000,100,D,50,50,1,0,W
,X,MGTAVTT,C8,500,-3100,100,D,50,50,1,0,W
,X,GND,D8,500,-3200,100,U,50,50,1,0,W
,X,GND,A2,500,-3300,100,U,50,50,1,0,W
,X,GND,A3,500,-3400,100,U,50,50,1,0,W
,X,GND,A5,500,-3500,100,U,50,50,1,0,W
,X,GND,A7,500,-3600,100,U,50,50,1,0,W
,X,GND,A9,500,-3700,100,U,50,50,1,0,W
,X,GND,A11,500,-3800,100,U,50,50,1,0,W
,X,GND,A12,500,-3900,100,U,50,50,1,0,W
,X,GND,A22,500,-4000,100,U,50,50,1,0,W
,X,GND,AA2,500,-4100,100,U,50,50,1,0,W
,X,GND,AA12,500,-4200,100,U,50,50,1,0,W
,X,GND,AA22,500,-4300,100,U,50,50,1,0,W
,X,GND,AB9,500,-4400,100,U,50,50,1,0,W
,X,GND,AB19,500,-4500,100,U,50,50,1,0,W
,X,GND,B3,500,-4600,100,U,50,50,1,0,W
,X,GND,B12,500,-4700,100,U,50,50,1,0,W
,X,GND,B19,500,-4800,100,U,50,50,1,0,W
,X,GND,C3,500,-4900,100,U,50,50,1,0,W
,X,GND,C6,500,-5000,100,U,50,50,1,0,W
,X,GND,C10,500,-5100,100,U,50,50,1,0,W
,X,GND,C12,500,-5200,100,U,50,50,1,0,W
,X,GND,C16,500,-5300,100,U,50,50,1,0,W
,X,GND,D3,500,-5400,100,U,50,50,1,0,W
,X,GND,D4,500,-5500,100,U,50,50,1,0,W
,X,GND,D12,500,-5600,100,U,50,50,1,0,W
,X,GND,D13,500,-5700,100,U,50,50,1,0,W
,X,GND,E4,500,-5800,100,U,50,50,1,0,W
,X,GND,E5,500,-5900,100,U,50,50,1,0,W
,X,GND,E7,500,-6000,100,U,50,50,1,0,W
,X,GND,E9,500,-6100,100,U,50,50,1,0,W
,X,GND,E11,500,-6200,100,U,50,50,1,0,W
,X,GND,E20,500,-6300,100,U,50,50,1,0,W
,X,GND,F5,500,-6400,100,U,50,50,1,0,W
,X,GND,F11,500,-6500,100,U,50,50,1,0,W
,X,GND,F17,500,-6600,100,U,50,50,1,0,W
,X,GND,G5,500,-6700,100,U,50,50,1,0,W
,X,GND,G6,500,-6800,100,U,50,50,1,0,W
,X,GND,G7,500,-6900,100,U,50,50,1,0,W
,X,GND,G8,500,-7000,100,U,50,50,1,0,W
,X,GND,G9,500,-7100,100,U,50,50,1,0,W
,X,GND,G10,500,-7200,100,U,50,50,1,0,W
,X,GND,G12,500,-7300,100,U,50,50,1,0,W
,X,GND,G14,500,-7400,100,U,50,50,1,0,W
,X,GND,H1,500,-7500,100,U,50,50,1,0,W
,X,GND,H7,500,-7600,100,U,50,50,1,0,W
,X,GND,H9,500,-7700,100,U,50,50,1,0,W
,X,GND,H11,500,-7800,100,U,50,50,1,0,W
,X,GND,H21,500,-7900,100,U,50,50,1,0,W
,X,GND,J8,500,-8000,100,U,50,50,1,0,W
,X,GND,J10,500,-8100,100,U,50,50,1,0,W
,X,GND,J12,500,-8200,100,U,50,50,1,0,W
,X,GND,J18,500,-8300,100,U,50,50,1,0,W
,X,GND,K5,500,-8400,100,U,50,50,1,0,W
,X,GND,K7,500,-8500,100,U,50,50,1,0,W
,X,GND,K11,500,-8600,100,U,50,50,1,0,W
,X,GND,K15,500,-8700,100,U,50,50,1,0,W
,X,GND,L2,500,-8800,100,U,50,50,1,0,W
,X,GND,L8,500,-8900,100,U,50,50,1,0,W
,X,GND,L22,500,-9000,100,U,50,50,1,0,W
,X,GND,M7,500,-9100,100,U,50,50,1,0,W
,X,GND,M11,500,-9200,100,U,50,50,1,0,W
,X,GND,M19,500,-9300,100,U,50,50,1,0,W
,X,GND,N6,500,-9400,100,U,50,50,1,0,W
,X,GND,N8,500,-9500,100,U,50,50,1,0,W
,X,GND,N16,500,-9600,100,U,50,50,1,0,W
,X,GND,P3,500,-9700,100,U,50,50,1,0,W
,X,GND,P7,500,-9800,100,U,50,50,1,0,W
,X,GND,P9,500,-9900,100,U,50,50,1,0,W
,X,GND,P11,500,-10000,100,U,50,50,1,0,W
,X,GND,P13,500,-10100,100,U,50,50,1,0,W
,X,GND,R8,500,-10200,100,U,50,50,1,0,W
,X,GND,R10,500,-10300,100,U,50,50,1,0,W
,X,GND,R12,500,-10400,100,U,50,50,1,0,W
,X,GND,R20,500,-10500,100,U,50,50,1,0,W
,X,GND,T7,500,-10600,100,U,50,50,1,0,W
,X,GND,T9,500,-10700,100,U,50,50,1,0,W
,X,GND,T11,500,-10800,100,U,50,50,1,0,W
,X,GND,T17,500,-10900,100,U,50,50,1,0,W
,X,GND,U4,500,-11000,100,U,50,50,1,0,W
,X,GND,U14,500,-11100,100,U,50,50,1,0,W
,X,GND,V1,500,-11200,100,U,50,50,1,0,W
,X,GND,V11,500,-11300,100,U,50,50,1,0,W
,X,GND,V21,500,-11400,100,U,50,50,1,0,W
,X,GND,W8,500,-11500,100,U,50,50,1,0,W
,X,GND,W18,500,-11600,100,U,50,50,1,0,W
,X,GND,Y5,500,-11700,100,U,50,50,1,0,W
,X,GND,Y15,500,-11800,100,U,50,50,1,0,W
,X,VCCINT,H8,500,-11900,100,D,50,50,1,0,W
,X,VCCINT,H10,500,-12000,100,D,50,50,1,0,W
,X,VCCINT,J7,500,-12100,100,D,50,50,1,0,W
,X,VCCINT,J9,500,-12200,100,D,50,50,1,0,W
,X,VCCINT,K8,500,-12300,100,D,50,50,1,0,W
,X,VCCINT,L7,500,-12400,100,D,50,50,1,0,W
,X,VCCINT,M8,500,-12500,100,D,50,50,1,0,W
,X,VCCINT,N7,500,-12600,100,D,50,50,1,0,W
,X,VCCINT,P8,500,-12700,100,D,50,50,1,0,W
,X,VCCINT,P10,500,-12800,100,D,50,50,1,0,W
,X,VCCINT,R7,500,-12900,100,D,50,50,1,0,W
,X,VCCINT,R9,500,-13000,100,D,50,50,1,0,W
,X,VCCINT,T8,500,-13100,100,D,50,50,1,0,W
,X,VCCINT,T10,500,-13200,100,D,50,50,1,0,W
,X,VCCAUX_1v8,H12,500,-13300,100,D,50,50,1,0,W
,X,VCCAUX_1v8,K12,500,-13400,100,D,50,50,1,0,W
,X,VCCAUX_1v8,M12,500,-13500,100,D,50,50,1,0,W
,X,VCCAUX_1v8,P12,500,-13600,100,D,50,50,1,0,W
,X,VCCAUX_1v8,R11,500,-13700,100,D,50,50,1,0,W
,X,VCCBRAM,J11,500,-13800,100,D,50,50,1,0,W
,X,VCCBRAM,L11,500,-13900,100,D,50,50,1,0,W
,X,VCCBRAM,N11,500,-14000,100,D,50,50,1,0,W
,X,NC,T14,500,-14100,100,L,50,50,1,N,N
,X,NC,T15,500,-14200,100,L,50,50,1,N,N
,X,NC,T16,500,-14300,100,L,50,50,1,N,N
,X,NC,U15,500,-14400,100,L,50,50,1,N,N
,X,NC,U16,500,-14500,100,L,50,50,1,N,N
,X,NC,V10,500,-14600,100,L,50,50,1,N,N
,X,NC,V13,500,-14700,100,L,50,50,1,N,N
,X,NC,V14,500,-14800,100,L,50,50,1,N,N
,X,NC,V15,500,-14900,100,L,50,50,1,N,N
,X,NC,W10,500,-15000,100,L,50,50,1,N,N
,X,NC,W11,500,-15100,100,L,50,50,1,N,N
,X,NC,W12,500,-15200,100,L,50,50,1,N,N
,X,NC,W14,500,-15300,100,L,50,50,1,N,N
,X,NC,W15,500,-15400,100,L,50,50,1,N,N
,X,NC,W16,500,-15500,100,L,50,50,1,N,N
,X,NC,Y11,500,-15600,100,L,50,50,1,N,N
,X,NC,Y12,500,-15700,100,L,50,50,1,N,N
,X,NC,Y13,500,-15800,100,L,50,50,1,N,N
,X,NC,Y14,500,-15900,100,L,50,50,1,N,N
,X,NC,Y16,500,-16000,100,L,50,50,1,N,N
,X,NC,Y17,500,-16100,100,L,50,50,1,N,N
,X,NC,AA9,500,-16200,100,L,50,50,1,N,N
,X,NC,AA10,500,-16300,100,L,50,50,1,N,N
,X,NC,AA11,500,-16400,100,L,50,50,1,N,N
,X,NC,AA13,500,-16500,100,L,50,50,1,N,N
,X,NC,AA14,500,-16600,100,L,50,50,1,N,N
,X,NC,AA15,500,-16700,100,L,50,50,1,N,N
,X,NC,AA16,500,-16800,100,L,50,50,1,N,N
,X,NC,AB10,500,-16900,100,L,50,50,1,N,N
,X,NC,AB11,500,-17000,100,L,50,50,1,N,N
,X,NC,AB12,500,-17100,100,L,50,50,1,N,N
,X,NC,AB13,500,-17200,100,L,50,50,1,N,N
,X,NC,AB15,500,-17300,100,L,50,50,1,N,N
,X,NC,AB16,500,-17400,100,L,50,50,1,N,N
,X,NC,AB17,500,-17500,100,L,50,50,1,N,N
